Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
14,August,2005,1220,"Near Grammatikos, Greece","Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",121,115,6,121,115,6,0,522,Boeing 737-31S,5B-DBY,29099/2982,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromou, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control had been  left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing."
16,August,2005,0330,"Near La Cucharita, Venezuela","Panama City - Fort de France, Martinique",160,152,8,160,152,8,0,708,McDonnell Douglas MD-82,HK-4374X,49484/1315,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground. It has also been suggesting that a buildup of ice inside each engine's PT2 probe was responsible for the accident."
23,August,2005,1506,"Near Pucallpa, Peru",Lima - Pucallpa - Iquitos,98,92,6,40,36,4,0,204,Boeing B-737-244,OB-1809,22580/87,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport. Passengers reported heavy turbulence and flames when the plane crashed. The exact cause of the crash is still unknown, but it is believed that the plane was making an emergency landing because of a hailstorm."
05,September,2005,0940,"Medan, Indonesia",Medan - Jakarta,117,112,5,99,94,5,44,091,Boeing 737-230,PK-RIM,22136/738,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway. It is speculated that the plane was overloaded."
22,October,2005,2040,"Lisa, Nigeria",Lagos - Abuja,117,111,6,117,111,6,0,3210,Boeing B-737-2L9,5N-BFN,22734/818,"The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off. A combination of poor maintenance of the plane by the ground crew together with a lightning strike to the right wing of the plane caused the right engine to ignite, causing the aircraft to bank heavily to the left and eventually lose control."
08,December,2005,1915,"Chicago, Illinois","Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",103,98,5,0,0,0,1,1248,Boeing B-737-7H4,N471WN,32471/1535,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C."
10,December,2005,1408,"Near Port Harcourt, Nigeria",Abuja - Port Harcourt,110,103,7,108,101,7,0,1145,McDonnell DC-9-32,5N-BFD,47562/685,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear. In addition, it was recommended that airports and aircraft be equipped with instruments to detect windshear."
19,December,2005,1440,"Off Miami Beach, Florida","Miami, Florida - Bimini, Bahamas",20,18,2,20,18,2,0,101,Grumman G73T Turbo Mallard,N2969,J-27,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack."
23,December,2005,2227,"Nardaran, Azerbaijan","Baku, Azerbaijan - Aktau, Kazakhstan",23,18,5,23,18,5,0,217,Antonov AN-140-100,  4K-AZ48,36525307036,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.
31,March,2006,1739,"Rio Bonito, Brazil",Macaé - Rio de Janeiro,19,17,2,19,17,2,0,6865,Let L410UVP-E20,PT-FSE,912532,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned."
03,May,2006,0215,"Off Adler, Russia","Yerevan, Armenia - Sochi, Russia",113,105,8,113,105,8,0,967,Airbus A320-211,EK-32009,547,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The captain, being in a psychoemotional stress condition, made nose down control inputs due to the loss of pitch and roll awareness.This started the abnormal situation. The captain's insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash. Along with the inadequate control inputs from the captain, the contributing factors of the crash were also the lack of monitoring the aircraft's pitch attitude, altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings."
09,July,2006,0744,"Irkutsk, Russia",Moscow - Irkutsk,203,195,8,125,120,5,0,S7-778,Airbus A-310-324ET,F-OGYP,442,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time."
10,July,2006,1205,"Multan, Pakistan",Multan - Lahore,45,41,4,45,41,4,0,688,Fokker F-27 Friendship 200,AP-BAL,10243,"The plane lost an engine during take off, struck power lines and crashed into a wheat field bursting into flames. Possible engine fire."
04,August,2006,0930,"Near Pownal, Vermont","Binghamton, NY - Benningham, VT",1,0,1,1,0,1,0,59,Embraer 110 Bandeirante,N59BA,110-396,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds."
13,August,2006,2015,"Near Piacenza, Italy",Algiers - Frankfurt,3,0,3,3,0,3,0,2208,Lockheed L-100-30 Hercules,7T-VHG,4880,The cargo plane crashed after reporting engine problems while en route .
22,August,2006,1530,"Near Donetsk, Ukraine",Anapa - St. Petersburg,170,160,10,170,160,10,0,SP-612,Tupolev Tu-154M,RA-85185,894,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground."
